county	state	male	female	white	black	asian	hispanic	total_population	young	mid_age	senior
Hall County	Nebraska	0.501859	0.49814096	0.926685	0.025468268	0.016675783	0.25063568	1082288	0.64796245	0.19104435	0.16099319
Middlesex County	Massachusetts	0.48741215	0.51258785	0.81793535	0.053564504	0.0024861763	0.07102092	27750244	0.618808	0.21406543	0.16712664
Grainger County	Tennessee	0.5007445	0.49925548	0.9789774	0.0063761123	0.0027926005	0.026344184	409654	0.61880755	0.18308377	0.19810864
Morgan County	Kentucky	0.5636865	0.4363135	0.9423033	0.041985795	0.0024221	0.008510081	244416	0.6081844	0.21824268	0.17357293
Frederick County	Virginia	0.4973139	0.5026861	0.91913754	0.04295281	0.004303817	0.07087943	1452664	0.6327823	0.19475047	0.17246728
Wise County	Texas	0.5023724	0.49762762	0.95736647	0.013350713	0.009809023	0.17894483	1095522	0.64007115	0.18949506	0.17043382
Marquette County	Wisconsin	0.50699896	0.49300104	0.9728731	0.005586021	0.0069514927	0.028419338	273898	0.6086645	0.15532425	0.23601122
Hancock County	Kentucky	0.5094388	0.4905612	0.9735071	0.011249518	0.0027866957	0.012430974	155740	0.6387376	0.18162964	0.17963272
Texas County	Oklahoma	0.52759326	0.47240672	0.89918375	0.033378243	0.019575052	0.4394007	381506	0.6571115	0.20961924	0.1332692
Lackawanna County	Pennsylvania	0.48226684	0.51773316	0.9308916	0.03037013	0.002710337	0.057627946	3846016	0.6161306	0.18650806	0.19736138
Fayette County	Tennessee	0.4948598	0.5051402	0.703422	0.27918732	0.0030697861	0.023521664	698420	0.61872226	0.17587411	0.20540363
Stewart County	Georgia	0.6141105	0.38588947	0.45054552	0.514657	0.0054834653	0.253122	106502	0.5862613	0.25110325	0.16263545
Scott County	Kansas	0.5041109	0.49588913	0.96971875	0.00509929	0.009232636	0.16315483	89032	0.6384783	0.1667715	0.1947502
Dunklin County	Missouri	0.48037153	0.51962847	0.87513983	0.101333424	0.0035429054	0.058702458	568460	0.6400556	0.17704149	0.18290293
East Baton Rouge Parish	Louisiana	0.47983128	0.5201687	0.4938154	0.4597469	0.0029714042	0.037939113	7978046	0.63326347	0.21731687	0.14941967
Marion County	Ohio	0.52846736	0.4715326	0.91299963	0.06163262	0.002406998	0.023620563	1188202	0.61887455	0.19814391	0.1829815
Hood County	Texas	0.49135226	0.50864774	0.9652033	0.0066926503	0.008790535	0.110690184	952388	0.6149416	0.15832308	0.22673532
Marshall County	Iowa	0.50367105	0.49632895	0.9323722	0.019241573	0.0073011615	0.1877574	733308	0.63874936	0.1742242	0.18702646
Dare County	North Carolina	0.49644658	0.5035534	0.9438601	0.02724449	0.0051418003	0.06766083	623906	0.60783195	0.1820178	0.21015024
Dinwiddie County	Virginia	0.48951772	0.5104823	0.64704067	0.32895517	0.003956553	0.027842117	505996	0.622669	0.1901774	0.18715365
Marin County	California	0.48970786	0.5102922	0.8625193	0.029119762	0.010797347	0.15670222	4620024	0.6123029	0.1764638	0.21123332
Mitchell County	Iowa	0.49282455	0.50717545	0.98498833	0.0040161884	0.0015899565	0.012007268	193716	0.6334944	0.15528402	0.21122158
Issaquena County	Mississippi	0.58413774	0.4158623	0.35119048	0.6389961	0.0027348776	0.009491635	24864	0.60497105	0.21850869	0.17652027
Grundy County	Iowa	0.493711	0.506289	0.9854525	0.0030706427	5.550433E-4	0.011288865	223406	0.628779	0.16706355	0.20415746
Baraga County	Michigan	0.5498585	0.45014152	0.743747	0.07475587	0.13538666	0.012314831	156884	0.608679	0.18782668	0.2034943
Mecklenburg County	North Carolina	0.48169535	0.51830465	0.59689134	0.32027364	0.0076649114	0.12436731	17533144	0.63732046	0.23044704	0.13223253
Atascosa County	Texas	0.4951662	0.50483376	0.9612987	0.0107157435	0.010899592	0.62649375	837646	0.654933	0.18518443	0.15988258
Lincoln County	Montana	0.50680804	0.49319193	0.9599515	0.0027826505	0.01056493	0.025300978	350026	0.60441226	0.14212373	0.25346404
Stevens County	Washington	0.49967155	0.5003285	0.8983256	0.004336158	0.057683885	0.030961644	785488	0.6268116	0.15025818	0.22293021
Alleghany County	North Carolina	0.49598762	0.5040124	0.96138394	0.015907872	0.0048472458	0.091885164	197638	0.6057641	0.1619982	0.23223773
Pepin County	Wisconsin	0.5056634	0.4943366	0.98329526	0.0046719145	0.0029443577	0.013054321	133136	0.6227016	0.16229269	0.21500571
Knox County	Kentucky	0.4864844	0.5135156	0.9723194	0.011588283	0.0024126254	0.009636535	572820	0.6337785	0.18976292	0.17645857
Upshur County	Texas	0.49591488	0.5040851	0.880366	0.085986935	0.009860006	0.07241899	718458	0.6338853	0.17571661	0.19039805
Tattnall County	Georgia	0.5796469	0.4203531	0.6812109	0.29611805	0.0062683006	0.104877874	456264	0.61739254	0.2315677	0.15103975
Norton County	Kansas	0.56057394	0.43942606	0.94827485	0.029964922	0.0030321646	0.04714719	100918	0.6069185	0.19339463	0.19968687
Houston County	Texas	0.53507054	0.4649295	0.7164532	0.2605341	0.006161976	0.10298892	417074	0.6099853	0.18251197	0.20750275
Lewis County	Kentucky	0.49819595	0.50180405	0.9877275	0.003454413	0.002410808	0.0064153387	247220	0.62561685	0.18689427	0.18748888
Muskogee County	Oklahoma	0.48834687	0.5116531	0.61306727	0.11267977	0.18535928	0.05518049	1267042	0.63679576	0.1886378	0.17456643
Upson County	Georgia	0.4779446	0.5220554	0.69569796	0.2816266	0.004153073	0.022646315	480608	0.6272347	0.18335108	0.18941425
Stoddard County	Missouri	0.48807052	0.51192945	0.9730042	0.009990847	0.0045470446	0.014124861	537492	0.62407815	0.18124922	0.19467266
Union County	Ohio	0.47484908	0.5251509	0.92832214	0.024530979	0.0023339023	0.014109689	959766	0.6427744	0.21167868	0.14554693
Jefferson Parish	Louisiana	0.48583266	0.51416737	0.6674042	0.26975402	0.006133792	0.1328044	7815720	0.62187743	0.2017635	0.17635906
Marengo County	Alabama	0.47087583	0.52912414	0.47164726	0.51391286	0.0020263589	0.02079055	368148	0.6319904	0.17576899	0.19224063
Yakima County	Washington	0.5001458	0.4998542	0.8825735	0.014181961	0.060458966	0.46621725	4430840	0.6657582	0.1898121	0.14442973
Victoria County	Texas	0.48957038	0.5104296	0.8979619	0.06668435	0.008411212	0.44856557	1605714	0.64432704	0.18990119	0.16577174
Chickasaw County	Mississippi	0.48252302	0.517477	0.5510504	0.4327477	0.0024414717	0.039843287	312926	0.64112604	0.18568607	0.17318791
Ottawa County	Michigan	0.49136764	0.50863236	0.9320463	0.017079577	0.005795471	0.090244584	4882088	0.64868903	0.19713163	0.15417932
Douglas County	Wisconsin	0.499881	0.500119	0.9330631	0.011309319	0.019828651	0.013043567	789968	0.6185554	0.19244577	0.18899879
Chatham County	North Carolina	0.48012716	0.51987284	0.82359403	0.13274956	0.012667343	0.1258216	1199778	0.61340684	0.16657332	0.22001988
Pecos County	Texas	0.56505126	0.43494877	0.9306106	0.04091887	0.0106295645	0.67850167	282608	0.63513416	0.21360329	0.15126252
Cole County	Missouri	0.5051651	0.4948349	0.8482051	0.11600436	0.0038094546	0.025706181	1375000	0.62950766	0.20211127	0.1683811
Livingston Parish	Louisiana	0.49410146	0.50589854	0.9220562	0.056197092	0.004443265	0.03198766	2389234	0.6463147	0.20870665	0.14497869
Ferry County	Washington	0.5167141	0.4832859	0.76881886	0.004800467	0.1687605	0.038170278	137070	0.6094696	0.1525352	0.23799518
Bullock County	Alabama	0.54236054	0.45763946	0.26540053	0.70651156	0.008201834	0.074637726	192396	0.62092245	0.20312272	0.1759548
Essex County	Massachusetts	0.48087013	0.5191299	0.8734275	0.060140062	0.008151718	0.17902039	13660678	0.62598383	0.19236797	0.18164816
Richland County	South Carolina	0.4859797	0.51402026	0.48004612	0.46906778	0.0038967135	0.049151223	7105988	0.63431346	0.22511901	0.14056751
Montgomery County	Virginia	0.5191289	0.4808711	0.87614954	0.040402696	0.0028216986	0.02892964	1728746	0.6233009	0.25130528	0.12539378
Effingham County	Illinois	0.49831107	0.50168896	0.98170835	0.0034750223	0.0022540684	0.01835317	617550	0.63276494	0.18355437	0.18368067
Ashley County	Arkansas	0.485063	0.51493704	0.7209639	0.2576871	0.0066409907	0.050197773	384280	0.6314016	0.17858852	0.19000989
Scott County	Indiana	0.49335292	0.5066471	0.981007	0.0032631129	0.002407824	0.01679434	430264	0.6282724	0.19294201	0.17878558
Searcy County	Arkansas	0.50110614	0.49889386	0.9583817	0.002958907	0.012914109	0.018112937	144648	0.61099356	0.15836374	0.23064266
Oscoda County	Michigan	0.506708	0.49329197	0.974948	0.002198924	0.006989437	0.011531263	152802	0.60750514	0.13719061	0.25530425
Crane County	Texas	0.49494123	0.50505877	0.9345606	0.033717047	0.012857177	0.5890269	83222	0.6613996	0.19153589	0.14706448
Twiggs County	Georgia	0.48912218	0.51087785	0.5651832	0.41601083	0.0034778127	0.017556515	155270	0.61059445	0.1715721	0.21783344
Caswell County	North Carolina	0.5076311	0.49236888	0.6402593	0.33573198	0.005245961	0.03381576	420514	0.60855764	0.18143748	0.2100049
Parker County	Texas	0.50282323	0.4971768	0.9530424	0.01596664	0.009023983	0.10946268	2175536	0.637704	0.18734372	0.17495228
Miami County	Ohio	0.49198672	0.50801325	0.94560504	0.021463031	0.00216104	0.014287174	1859290	0.62921274	0.18174894	0.18903829
Floyd County	Kentucky	0.4886652	0.51133484	0.9813949	0.009242456	0.0012622866	0.00660339	698732	0.6227309	0.19316418	0.18410492
Dougherty County	Georgia	0.4641334	0.53586656	0.29150972	0.68439436	0.0026360669	0.02395072	1680534	0.6456953	0.19819057	0.15611407
Taney County	Missouri	0.48617604	0.5138239	0.94959545	0.011886525	0.0095079625	0.051460773	954358	0.6228114	0.18175255	0.19543609
Dickson County	Tennessee	0.4909248	0.5090752	0.93020046	0.042169403	0.004451068	0.031362504	907198	0.63225335	0.19443385	0.17331277
Cabell County	West Virginia	0.48807082	0.51192915	0.9154373	0.050119206	0.0022712909	0.012476559	1737338	0.61615646	0.20361668	0.18022688
Mingo County	West Virginia	0.49219486	0.50780517	0.9679276	0.018566238	7.666719E-4	0.0058096694	469562	0.62073165	0.18898463	0.19028372
San Saba County	Texas	0.54234457	0.45765546	0.93720746	0.03309561	0.012499072	0.28749722	107688	0.61481315	0.18084651	0.20434032
Pawnee County	Oklahoma	0.49874288	0.5012571	0.8034447	0.0080805635	0.12552436	0.02455093	297504	0.63360494	0.17271028	0.19368479
Rankin County	Mississippi	0.48398468	0.51601535	0.7786924	0.1962507	0.0022589494	0.02593402	2619802	0.6339338	0.21002465	0.15604156
McCone County	Montana	0.5096054	0.4903946	0.9722871	0.0048026997	0.008112669	0.011422638	30816	0.61182505	0.14450285	0.24367212
Zapata County	Texas	0.50183225	0.49816772	0.98835784	0.0029300766	0.0039458363	0.93788236	255966	0.68657553	0.18999007	0.123434365
Randolph County	Indiana	0.49224836	0.50775164	0.97695667	0.005700368	0.0037354685	0.031317476	463128	0.6316526	0.17450683	0.19384058
Shawano County	Wisconsin	0.49952212	0.5004779	0.8921321	0.0040100385	0.07911416	0.023705147	749120	0.62182826	0.173015	0.20515671
Hubbard County	Minnesota	0.5032785	0.49672154	0.9469229	0.003556853	0.026741263	0.017568043	369990	0.6174167	0.15068786	0.23189546
Muskingum County	Ohio	0.4845412	0.51545876	0.9292826	0.038702466	0.0025730205	0.008891316	1549152	0.630605	0.18609214	0.18330286
Acadia Parish	Louisiana	0.48718223	0.51281774	0.79929304	0.18169719	0.0032860548	0.019784305	1118058	0.64723563	0.1907647	0.16199964
McDowell County	West Virginia	0.4932673	0.5067327	0.8938661	0.09233052	0.0017161807	0.0063472283	378748	0.611388	0.1782346	0.21037735
Woodford County	Illinois	0.4954568	0.5045432	0.975163	0.005620141	0.0024334926	0.015636545	701050	0.639321	0.17670922	0.18396977
Chaffee County	Colorado	0.5317602	0.46823978	0.9477931	0.0160585	0.014277612	0.09874179	327926	0.58908415	0.17567988	0.235236
Franklin County	Florida	0.574597	0.42540303	0.832803	0.13939932	0.007004367	0.048887234	209298	0.5912909	0.20539613	0.20331298
Franklin County	Mississippi	0.48819825	0.5118018	0.64215314	0.34712306	0.0020579589	0.007783844	142860	0.63516027	0.1702576	0.1945821
Murray County	Minnesota	0.4974649	0.5025351	0.9723537	0.0040198658	0.00221741	0.031082641	154234	0.61941594	0.14951308	0.23107097
Sauk County	Wisconsin	0.49772474	0.5022753	0.96017975	0.0076054577	0.014370191	0.045717705	1129978	0.62767595	0.18627088	0.18605319
Hopkins County	Kentucky	0.48707122	0.5129288	0.90620065	0.06660403	0.0018479925	0.017261442	838748	0.62588644	0.18573397	0.18837959
Sandusky County	Ohio	0.49290594	0.507094	0.9415726	0.030382821	0.003169292	0.092777334	1085416	0.63000727	0.17964633	0.19034638
Columbia County	Pennsylvania	0.48120502	0.51879495	0.9579853	0.019948866	0.0017636099	0.023222247	1205482	0.61937547	0.1941605	0.186464
Canyon County	Idaho	0.49508238	0.5049176	0.9396583	0.0074894005	0.016629009	0.24329127	3545010	0.667408	0.19393401	0.138658
Humboldt County	Nevada	0.5233893	0.4766107	0.90747744	0.009279274	0.047734223	0.25275478	303472	0.6494965	0.19531292	0.15519059
Tallahatchie County	Mississippi	0.5520632	0.44793674	0.41141528	0.5663157	0.0035317151	0.060090877	270690	0.61945766	0.22860098	0.15194133
Runnels County	Texas	0.49850738	0.5014926	0.9470514	0.022277938	0.01397019	0.32976022	188258	0.63431036	0.16221887	0.20347077
Washington County	Wisconsin	0.4965645	0.5034355	0.96390736	0.010023645	0.0034948885	0.02808545	2390348	0.62907577	0.18603024	0.184894
Campbell County	Tennessee	0.48802304	0.51197696	0.97902584	0.0037736369	0.0028502122	0.011999007	725560	0.6178841	0.18464221	0.19747368
Blue Earth County	Minnesota	0.5037845	0.49621555	0.92658776	0.032153796	0.0033538835	0.02827774	1168198	0.62719333	0.22866414	0.14414252
Douglas County	Washington	0.5019974	0.4980026	0.9398098	0.0067773866	0.019700656	0.2977793	709418	0.6466075	0.18095115	0.17244135
Imperial County	California	0.5117592	0.48824078	0.89697313	0.035858527	0.025885312	0.8178261	3188140	0.6603609	0.20314102	0.13649808
Henry County	Indiana	0.51311105	0.48688897	0.9583326	0.024156664	0.0016089377	0.01518322	885056	0.6194196	0.18911685	0.19146359
Knox County	Tennessee	0.4860581	0.51394194	0.86608076	0.08958223	0.0035326516	0.03691246	7949836	0.62356985	0.21033163	0.16609852
Meigs County	Tennessee	0.4980758	0.5019242	0.9649776	0.012422419	0.008026939	0.017166896	212036	0.6158247	0.1800166	0.20415872
Greene County	Tennessee	0.49103862	0.5089614	0.960101	0.020809533	0.0028819423	0.025960134	1235972	0.6152162	0.18118048	0.20360331
Van Buren County	Tennessee	0.49952388	0.5004761	0.9785748	0.0057728933	0.0030153943	0.011446596	100816	0.6108058	0.16969529	0.21949889
Barnstable County	Massachusetts	0.47708088	0.5229191	0.9384953	0.024433658	0.0072432933	0.024476517	3873100	0.5925592	0.14969043	0.2577504
Nemaha County	Nebraska	0.4906532	0.5093468	0.96867347	0.010044332	0.003968131	0.022537744	129028	0.63102585	0.17345847	0.1955157
Laurens County	Georgia	0.4755127	0.52448726	0.6141969	0.3613436	0.002870652	0.024605256	864612	0.63816947	0.1865299	0.1753006
Linn County	Iowa	0.49315515	0.5068448	0.90858585	0.043523993	0.0029883315	0.028413136	3877080	0.63449115	0.20130408	0.16420476
Otsego County	New York	0.48502535	0.51497465	0.9488031	0.020338928	0.0022923972	0.033106983	1107138	0.6167587	0.18608521	0.19715609
Winston County	Alabama	0.49222794	0.5077721	0.9678188	0.0063416404	0.008040704	0.027896788	435534	0.61691856	0.17807795	0.20500351
Clearfield County	Pennsylvania	0.5194156	0.48058435	0.9576541	0.026834132	0.0016623639	0.026325999	1464180	0.6070271	0.1921205	0.20085235
Tensas Parish	Louisiana	0.48016882	0.5198312	0.43179688	0.55531734	0.0016079325	0.015431685	89556	0.6355688	0.1532114	0.2112198
Sumter County	South Carolina	0.48236415	0.5176359	0.49140775	0.47283304	0.004627153	0.03529753	1936396	0.638843	0.19771782	0.1634392
Decatur County	Kansas	0.503433	0.49656698	0.9751678	0.0069423253	0.004081477	0.016974367	52432	0.6048024	0.13598566	0.25921193
Moultrie County	Illinois	0.48710603	0.512894	0.98475254	0.0036925143	0.0021334528	0.010398717	268110	0.6357689	0.17398456	0.19024654
Howard County	Indiana	0.4826118	0.5173882	0.8902957	0.07095198	0.003822867	0.0289461	1489458	0.6274081	0.18058045	0.19201146
St. Clair County	Illinois	0.48207268	0.51792735	0.6563716	0.30501002	0.0031116947	0.035596807	4816668	0.63593715	0.19750604	0.16655684
Fayette County	West Virginia	0.5027841	0.4972159	0.93594015	0.046162628	0.0022975218	0.009558373	820014	0.6147651	0.18076155	0.20447333
Newton County	Mississippi	0.47990024	0.52009976	0.63438594	0.3021303	0.050843455	0.015586109	389706	0.64586127	0.18356659	0.17057218
Pittsburg County	Oklahoma	0.5084826	0.49151742	0.73902726	0.03481146	0.14585175	0.04310822	812606	0.6218413	0.18617018	0.1919885
Polk County	Oregon	0.48572904	0.51427096	0.90947145	0.007594667	0.02528005	0.12640744	1389396	0.6374439	0.1869611	0.175595
Miller County	Missouri	0.49808794	0.50191206	0.9686439	0.004770128	0.0061177225	0.016157748	448206	0.63222045	0.17750096	0.19027857
Cherokee County	Georgia	0.49301308	0.5069869	0.8959117	0.0616656	0.005069065	0.09782705	4029540	0.64473015	0.20675388	0.14851595
Lewis County	Missouri	0.5008134	0.49918655	0.9456243	0.031937543	0.0034503466	0.016552929	183170	0.6345035	0.18101764	0.1844789
Siskiyou County	California	0.4982778	0.5017222	0.8755399	0.014016342	0.045958515	0.11089378	795500	0.6132671	0.15359648	0.23313639
Calhoun County	Illinois	0.5001772	0.49982277	0.98921084	0.002193274	0.0018388054	0.009681421	90276	0.6161438	0.1659688	0.21788737
Toole County	Montana	0.56182855	0.43817148	0.9168557	0.007041048	0.05012199	0.029961906	93452	0.6115653	0.1949985	0.1934362
El Dorado County	California	0.4998426	0.5001574	0.9026442	0.0090248985	0.013498608	0.12325792	3278264	0.6199577	0.1709722	0.2090701
Fremont County	Idaho	0.52339554	0.47660446	0.96562684	0.007210432	0.009426404	0.124870025	234660	0.6615827	0.1720404	0.16637689
Taylor County	West Virginia	0.50674134	0.49325868	0.97438693	0.009255369	0.002645329	0.009261933	304688	0.6122394	0.19013877	0.19762182
Metcalfe County	Kentucky	0.49640694	0.5035931	0.9702922	0.016763922	0.0018048343	0.014217222	180626	0.6294553	0.18005714	0.19048753
Sussex County	New Jersey	0.49650234	0.50349766	0.9444597	0.020215502	0.002137128	0.069176815	2637184	0.624956	0.18560632	0.18943767
Buchanan County	Iowa	0.4966681	0.5033319	0.97986037	0.0039697033	0.002037781	0.013359374	377862	0.6444443	0.17391534	0.18164039
Latimer County	Oklahoma	0.5071998	0.49280018	0.6917263	0.01005318	0.21399058	0.030333402	195560	0.63315606	0.17548066	0.19136326
Northwest Arctic Borough	Alaska	0.53799725	0.46200272	0.11796709	0.008008589	0.8079535	0.01574152	137852	0.69505703	0.19863331	0.10630967
Gilmer County	Georgia	0.4998876	0.5001124	0.96531165	0.008125479	0.0062026563	0.10383634	515908	0.6166119	0.16810943	0.2152787
Geauga County	Ohio	0.49271432	0.50728565	0.97101134	0.012997357	9.813799E-4	0.012031385	1687420	0.6368023	0.15993114	0.20326653
Colquitt County	Georgia	0.49583864	0.50416136	0.73532987	0.23110789	0.0132998135	0.17957899	824974	0.64979017	0.1956401	0.15456972
Columbiana County	Ohio	0.50358176	0.4964182	0.9573322	0.023834629	0.0022624505	0.013872531	1913854	0.61743844	0.18084086	0.20172071
Tazewell County	Virginia	0.49655768	0.5034423	0.9504014	0.031247953	0.0014767178	0.007920348	793652	0.61077905	0.18234062	0.20688035
Ottawa County	Ohio	0.49441648	0.5055835	0.97370696	0.009094491	0.002059079	0.04586646	741108	0.6101135	0.15980262	0.23008387
Hansford County	Texas	0.5030995	0.49690047	0.96312463	0.009049413	0.015587315	0.44678986	100338	0.66282964	0.1761546	0.16101576
Deschutes County	Oregon	0.4932441	0.5067559	0.949272	0.0044642556	0.011197287	0.075504355	2974292	0.62030864	0.18725297	0.19243841
Caribou County	Idaho	0.5045456	0.4954544	0.97317934	0.0015044162	0.006373548	0.051214855	123636	0.6540409	0.16386813	0.18209098
Montgomery County	Tennessee	0.49562934	0.5043707	0.72775304	0.19621255	0.006953882	0.089058496	3286222	0.65064865	0.23497409	0.11437724
Lowndes County	Mississippi	0.47590327	0.5240967	0.5422831	0.43727157	0.00231095	0.017556157	1075748	0.6362327	0.19822207	0.16554527
Washington County	Maryland	0.5087289	0.49127105	0.85087496	0.104447246	0.0029463614	0.039035928	2678558	0.6238995	0.19995125	0.17614925
Marshall County	South Dakota	0.5403712	0.4596288	0.88251567	0.0068566026	0.0939591	0.0719234	84590	0.6218702	0.16966544	0.20846435
Logan County	Oklahoma	0.49526522	0.5047348	0.8281848	0.0903004	0.034278434	0.054086506	789476	0.6417788	0.18520765	0.1730135
Blaine County	Oklahoma	0.5157661	0.4842339	0.826811	0.03261505	0.096654035	0.13043855	184700	0.6361938	0.17683811	0.18696806
Chautauqua County	Kansas	0.51081413	0.4891859	0.9007481	0.008701368	0.046855927	0.029077593	63898	0.613196	0.14767285	0.23913111
Pocahontas County	Iowa	0.49671692	0.5032831	0.97444934	0.0073578493	0.004222226	0.030114403	128842	0.6201704	0.14901197	0.23081759
Morgan County	Tennessee	0.5491826	0.4508174	0.94507617	0.03624435	0.0037308114	0.0102202855	392944	0.6123417	0.20822814	0.17943014
Escambia County	Florida	0.49621302	0.503787	0.6987992	0.23033217	0.009191995	0.05123438	5481944	0.6256841	0.19904563	0.1752703
Johnson County	Nebraska	0.5834476	0.41655242	0.9079849	0.057209563	0.012444311	0.09240062	93376	0.6060337	0.19795236	0.19601397
Burke County	North Dakota	0.52615076	0.4738492	0.9694864	0.0040231985	0.010136371	0.022519464	38278	0.62114006	0.16307017	0.21578975
Gilliam County	Oregon	0.5104033	0.48959672	0.9569842	0.001987142	0.01233197	0.05634132	34220	0.60429573	0.14611338	0.24959089
Bronx County	New York	0.4701955	0.52980447	0.45316884	0.4379366	0.029454563	0.54674524	25484744	0.6456283	0.21681352	0.13755818
Clarke County	Iowa	0.49965894	0.50034106	0.97049004	0.0076228087	0.006306468	0.11270269	167130	0.6364985	0.17330222	0.19019924
Bristol Bay Borough	Alaska	0.54418015	0.45581985	0.47558314	5.7451456E-4	0.3447087	0.03435597	17406	0.6189245	0.19809261	0.18298288
Cass County	Illinois	0.5036243	0.49637568	0.94014263	0.03972974	0.0055720066	0.17811236	239770	0.6350044	0.18649122	0.1785044
Lyon County	Minnesota	0.49834728	0.5016527	0.9219722	0.02572733	0.0065159793	0.060926564	463476	0.6414442	0.19561747	0.16293831
Lee County	Mississippi	0.47898933	0.52101064	0.69630647	0.28195783	0.002304739	0.024149716	1518610	0.6426416	0.1965205	0.16083787
Marion County	Mississippi	0.48309568	0.51690435	0.6626096	0.322151	0.0019286688	0.013331871	473902	0.6356905	0.18664618	0.17766331
DeKalb County	Tennessee	0.49467346	0.5053265	0.9606791	0.018799525	0.0031332541	0.069464535	341498	0.6231486	0.18687664	0.18997476
Norton city	Virginia	0.4704156	0.5295844	0.8952458	0.066491514	0.0027669861	0.02775371	71558	0.62187314	0.1972945	0.18083233
Hamilton County	Kansas	0.510828	0.48917198	0.95766455	0.004416136	0.019363057	0.3203397	47100	0.6565605	0.1873673	0.15607218
Iberville Parish	Louisiana	0.5100218	0.4899782	0.49382052	0.49142492	0.0022686496	0.022883624	598594	0.6220226	0.21013576	0.16784164
Green County	Wisconsin	0.49526086	0.5047391	0.97670406	0.005246993	0.002611476	0.029026752	665524	0.6282223	0.17926626	0.19251147
Chambers County	Texas	0.50320107	0.49679893	0.8775629	0.08529072	0.010967802	0.20302647	663214	0.65403324	0.19989927	0.14606749
New Kent County	Virginia	0.5089455	0.49105448	0.82204133	0.13450085	0.010473215	0.024156611	348890	0.61865056	0.18815386	0.19319557
Columbia County	Oregon	0.50032425	0.49967575	0.934962	0.0051318645	0.014246702	0.043938365	891294	0.62532115	0.1791676	0.19551125
Tippecanoe County	Indiana	0.5106475	0.4893525	0.8602564	0.04576418	0.0036309941	0.07798879	3222258	0.634587	0.24174105	0.12367197
Brantley County	Georgia	0.49675632	0.5032437	0.94889665	0.030163994	0.0040757265	0.020342458	331720	0.63938564	0.19052514	0.17008923
Ringgold County	Iowa	0.48809913	0.51190084	0.9822962	0.0038467422	0.0024042139	0.01986755	91506	0.6296964	0.14642756	0.22387603
Panola County	Mississippi	0.48159885	0.51840115	0.49180937	0.4936664	0.0026179107	0.015404406	620342	0.64526343	0.18861693	0.16611965
Forsyth County	Georgia	0.49630672	0.5036933	0.86594903	0.03077746	0.0049064676	0.09412554	3458700	0.6579839	0.20385462	0.13816145
McHenry County	Illinois	0.49830195	0.5016981	0.9413859	0.0129710715	0.0045044413	0.11921696	5539866	0.6426042	0.1965378	0.16085804
DeKalb County	Missouri	0.62946105	0.37053898	0.8681152	0.114987664	0.004734684	0.019381799	230216	0.5959447	0.22969733	0.174358
Ohio County	Indiana	0.49716353	0.50283647	0.9826874	0.004387817	0.0020194973	0.011970111	108938	0.6118985	0.17606345	0.21203804
Gwinnett County	Georgia	0.49099398	0.509006	0.5937146	0.26039955	0.008792146	0.20391294	15229274	0.65486777	0.21863727	0.12649493
Humboldt County	California	0.50068414	0.4993159	0.84457225	0.012723038	0.06252998	0.1037984	2430866	0.6162779	0.20527253	0.17844957
Kalkaska County	Michigan	0.5090158	0.4909842	0.9664805	0.0040608156	0.008928629	0.015139288	309790	0.6208916	0.17275251	0.20635591
Dyer County	Tennessee	0.48184118	0.5181588	0.8305324	0.14394386	0.0031081073	0.029130489	685948	0.63467205	0.18698211	0.17834587
DeSoto County	Mississippi	0.4854761	0.51452386	0.7307682	0.23787224	0.0033445773	0.04858621	3005462	0.64945024	0.20749556	0.14305422
Montgomery County	Arkansas	0.49899817	0.50100183	0.9541795	0.0052431403	0.010810227	0.038333714	166694	0.61116177	0.15283693	0.2360013
Solano County	California	0.49791995	0.5020801	0.60607094	0.15094699	0.012271135	0.24884723	7610380	0.63098705	0.20346317	0.16554981
Linn County	Kansas	0.50082976	0.49917024	0.96681017	0.005814021	0.0072414153	0.0218519	172342	0.6261677	0.16072112	0.21311113
Coffey County	Kansas	0.49363115	0.5063688	0.9631993	0.0071404283	0.007964324	0.023069076	152932	0.6279261	0.16486412	0.20720974
Pulaski County	Indiana	0.5076994	0.49230066	0.9763892	0.0075086653	0.0036780597	0.026526097	235994	0.6286473	0.17536463	0.19598803
Alamosa County	Colorado	0.5018138	0.49818617	0.88503397	0.016680371	0.052646127	0.4580054	289442	0.65106654	0.19906925	0.14986423
Stewart County	Tennessee	0.49952295	0.500477	0.94898987	0.016596086	0.006461008	0.022253653	238972	0.6210853	0.17782837	0.20108631
Madison County	Montana	0.51891696	0.481083	0.97134876	0.0030370317	0.0058735046	0.027834682	139610	0.59203494	0.1468806	0.26108444
Wilkes County	North Carolina	0.49335685	0.5066432	0.9357778	0.04323641	0.0034096742	0.057116468	1242934	0.6189846	0.17777291	0.2032425
Riverside County	California	0.4975359	0.5024641	0.8082913	0.070152335	0.01860091	0.4667937	40874450	0.6514254	0.20137644	0.1471982
Franklin County	Vermont	0.49635518	0.5036448	0.9563497	0.005826181	0.010216526	0.013030672	869180	0.630301	0.19406912	0.1756299
Johnson County	Kentucky	0.49161026	0.5083897	0.98292524	0.0030863169	0.0014764788	0.005667773	419918	0.62386465	0.19162312	0.18451221
Pleasants County	West Virginia	0.5366784	0.46332166	0.9719544	0.014022787	0.0020449897	0.009158633	136920	0.6100716	0.19173971	0.19818872
