county,state,male,female,white,black,asian,hispanic,total_population,young,mid_age,senior
Perry,IL,0.54287237,0.45712766,0.8904838,0.08511113,0.003801414,0.028591704,394590,0.61360145,0.20388758,0.18251096
Jack,TX,0.55690444,0.44309554,0.9376468,0.03958895,0.009033637,0.15191919,160954,0.62259406,0.20193347,0.1754725
Taylor,KY,0.48454624,0.51545376,0.92347026,0.0511663,0.001606854,0.019823778,450570,0.6310917,0.18653928,0.182369
Wythe,VA,0.48894912,0.5110509,0.95161736,0.028686263,0.001587126,0.010474273,525478,0.6118239,0.18296103,0.20521507
Nicollet,ME,0.50149345,0.49850652,0.94388044,0.024215087,0.00414741,0.03995708,594588,0.63356644,0.20442559,0.16200797
Day,SD,0.5059203,0.4940797,0.881889,0.003284686,0.09429212,0.017269187,101684,0.61912394,0.14454585,0.2363302
Lincoln,ME,0.5023906,0.49760938,0.9854849,0.001809627,0.002171553,0.014610359,104994,0.6210831,0.15084672,0.22807017
Gray,KS,0.4967236,0.5032764,0.9755559,0.007086585,0.005558828,0.145818,108656,0.66250366,0.17786409,0.15963224
Aiken,SC,0.4842615,0.5157385,0.71747965,0.24943472,0.00537488,0.051985547,2936624,0.6247647,0.18614471,0.1890906
Marshall,OK,0.49889082,0.5011092,0.8163087,0.018017955,0.104422085,0.15451214,287602,0.6300791,0.16287787,0.20704307
Richland,ND,0.51590633,0.48409364,0.9454153,0.008121668,0.024814319,0.021703167,293782,0.6335106,0.18098794,0.1855015
Lake,MT,0.49396425,0.50603575,0.68609583,0.004040373,0.23346712,0.03847902,523714,0.6366051,0.15933506,0.20405985
DeKalb,TN,0.49467346,0.5053265,0.9606791,0.018799525,0.003133254,0.069464535,341498,0.6231486,0.18687664,0.18997476
Mono,CA,0.5333627,0.46663734,0.9224745,0.006024522,0.027373482,0.27079716,254626,0.61304814,0.21761328,0.16933855
Gregg,TX,0.4890118,0.5109882,0.7541241,0.20485057,0.009426223,0.17303865,2208732,0.6428435,0.1961999,0.1609566
King William,VA,0.48795784,0.51204216,0.7806482,0.1739353,0.014355158,0.022673683,289234,0.6311741,0.1940816,0.17474432
Noble,OH,0.58020955,0.41979048,0.96028906,0.02606867,0.003334098,0.004932324,261540,0.6035673,0.14852412,0.24790855
Lincoln,NM,0.4917804,0.5082196,0.9385759,0.00837752,0.03331062,0.308234,360966,0.60279083,0.1441687,0.25304046
Freestone,TX,0.5234126,0.4765874,0.80144215,0.16435724,0.012935419,0.14073555,353912,0.6262658,0.18281946,0.19091469
Williamson,IL,0.49706677,0.50293326,0.92871785,0.041656088,0.004029361,0.022287607,1205154,0.620329,0.19268408,0.1869869
Dimmit,TX,0.48911834,0.51088166,0.9676995,0.013293333,0.006519458,0.8616073,188666,0.6639299,0.17479037,0.16127972
Jackson,KY,0.4975265,0.50247353,0.988863,0.001988747,0.00212133,0.007424655,241358,0.62659204,0.1933435,0.18006447
Washington,ME,0.49456635,0.5054337,0.88054305,0.040160105,0.005070569,0.03653918,4401084,0.64082915,0.19408832,0.16508251
Wheeler,TX,0.49852648,0.5014735,0.93705016,0.02656322,0.014534593,0.25793388,99762,0.6410958,0.16861129,0.1902929
Bienville Parish,LA,0.48000568,0.5199943,0.5583516,0.42161468,0.003727756,0.016376905,253772,0.627784,0.1748735,0.1973425
Okfuskee,OK,0.53484356,0.46515647,0.6448169,0.08051799,0.20613298,0.034829896,219926,0.62967545,0.18707657,0.183248
Macon,GA,0.5433805,0.4566195,0.36780936,0.6030409,0.004200005,0.038386635,255714,0.6168141,0.20654325,0.17664266
Washington,ME,0.49304166,0.50695837,0.9206908,0.005404402,0.051128667,0.016323218,581748,0.60907125,0.16316171,0.227767
Otsego,ME,0.49354327,0.50645673,0.9657448,0.004370364,0.007702135,0.014416228,435204,0.6225448,0.17143685,0.20601833
Butler,PA,0.49320975,0.5067903,0.9661942,0.01167165,0.001255978,0.012058105,3332862,0.6229328,0.18439317,0.19267404
Sevier,TN,0.49148846,0.50851154,0.96108705,0.0101572,0.005024004,0.053846955,1666798,0.6190276,0.1890037,0.19196868
Emmet,ME,0.49280703,0.50719297,0.92872864,0.006187091,0.03746346,0.014369038,592524,0.6188779,0.17056186,0.21056025
Yuma,CO,0.4951658,0.50483423,0.97473025,0.003318025,0.007965458,0.21322156,182036,0.6442792,0.17442155,0.1812993
Hancock,GA,0.5491526,0.4508474,0.24844843,0.73413706,0.004104757,0.017389916,162738,0.5975556,0.19666581,0.20577861
Polk,GA,0.49278533,0.50721467,0.83907616,0.1282032,0.007256329,0.12421222,744178,0.6432547,0.1925104,0.1642349
Liberty,TX,0.49233234,0.50766766,0.8605714,0.10824655,0.009826623,0.19614893,1392340,0.6396656,0.20302297,0.15731144
Todd,SD,0.4897672,0.5102328,0.09421155,0.002848073,0.88087624,0.0339855,177664,0.71773684,0.18301964,0.099243514
Meigs,TN,0.4980758,0.5019242,0.9649776,0.012422419,0.008026939,0.017166896,212036,0.6158247,0.1800166,0.20415872
Antrim,ME,0.49612126,0.5038787,0.9699981,0.002412907,0.010793832,0.018570341,420240,0.6087926,0.14881258,0.24239482
Newport,RI,0.49041164,0.50958836,0.90945476,0.03987937,0.005092866,0.04898297,1491498,0.6099244,0.18544242,0.20463319
Guadalupe,TX,0.49284226,0.50715774,0.87551445,0.07361598,0.00948136,0.36452016,2536134,0.64803356,0.19849148,0.15347494
Honolulu,HI,0.5023788,0.49762118,0.22012642,0.024256922,0.003123455,0.088932194,17528028,0.62114996,0.20933183,0.16951822
Douglas,NV,0.5009702,0.49902982,0.9245659,0.006674836,0.021755543,0.11568774,850358,0.604643,0.15303789,0.24231912
Scott,IL,0.48805228,0.5119477,0.9844022,0.002780018,0.002037265,0.010165104,94244,0.6244217,0.17424981,0.20132847
Tallahatchie,ME,0.5520632,0.44793674,0.41141528,0.5663157,0.003531715,0.060090877,270690,0.61945766,0.22860098,0.15194133
Ransom,ND,0.5081339,0.4918661,0.97339666,0.004729482,0.005871081,0.014942716,98108,0.62665635,0.16021119,0.21313247
Lee,AR,0.559335,0.44066504,0.42555475,0.55200106,0.005564036,0.020154422,180804,0.61199975,0.20626202,0.18173824
Meade,KY,0.50219166,0.49780837,0.92656374,0.035235837,0.006403361,0.035305228,518790,0.64060986,0.2049095,0.15448062
Cherokee,IA,0.49550164,0.50449836,0.97347695,0.007567335,0.003297863,0.027606761,214078,0.61469185,0.15564421,0.22966395
Panola,TX,0.49543115,0.5045688,0.8103165,0.1610058,0.006090219,0.0842457,428556,0.6355342,0.17826141,0.18620437
Pocahontas,WV,0.5137409,0.4862591,0.9751818,0.0095021,0.002740498,0.011819998,156176,0.5970956,0.1697508,0.23315363
Hocking,OH,0.49859855,0.5014015,0.9750915,0.007378731,0.00351897,0.00782291,522312,0.6284156,0.17926833,0.19231609
St. Martin Parish,LA,0.49321836,0.50678164,0.66850424,0.30576938,0.004742222,0.02427581,952718,0.64010334,0.19632357,0.16357306
Bryan,GA,0.49401382,0.50598615,0.8029878,0.14613232,0.004347365,0.05695322,585182,0.658079,0.20470043,0.13722056
Columbia,PA,0.48120502,0.51879495,0.9579853,0.019948866,0.00176361,0.023222247,1205482,0.61937547,0.1941605,0.186464
Miami-Dade,FL,0.48499689,0.51500314,0.7779229,0.19117223,0.002733824,0.6581125,46794530,0.6180927,0.21560457,0.1663028
Ravalli,MT,0.4952468,0.50475323,0.96184623,0.002966154,0.010299751,0.031158244,733610,0.6154469,0.15439266,0.23016044
Clermont,OH,0.49318132,0.5068187,0.9597726,0.013114674,0.002310098,0.01624082,3592922,0.6351426,0.19275731,0.17210004
Mississippi,AR,0.48566246,0.51433754,0.6302632,0.34718898,0.003924888,0.037733063,812762,0.6500193,0.19023158,0.1597491
Camas,ID,0.51631105,0.48368895,0.9509643,0.004000821,0.010668855,0.072732866,19496,0.623769,0.16813706,0.20809397
Nassau,NY,0.48457348,0.5154265,0.7705142,0.12199226,0.004666684,0.15477607,24304198,0.62583804,0.18748526,0.18667668
Rapides Parish,LA,0.48249647,0.51750356,0.64108765,0.32038614,0.00859848,0.027815744,2377862,0.6403622,0.19078946,0.16884832
Jefferson,IA,0.54001075,0.45998922,0.86343336,0.01620706,0.002373956,0.027505806,311716,0.59591424,0.19278766,0.21129811
Sussex,VA,0.5897148,0.4102852,0.40193245,0.5808476,0.003760137,0.024786972,213822,0.59214675,0.22544453,0.18240874
Val Verde,TX,0.50577015,0.49422982,0.9570294,0.017455945,0.007874606,0.8061983,880044,0.6613272,0.19827077,0.14040206
Douglas,SD,0.49802107,0.50197893,0.9633709,0.004704652,0.02180569,0.012060339,53564,0.6240385,0.13818982,0.23777163
Page,IA,0.5208232,0.47917682,0.94648093,0.023978628,0.00643105,0.028734779,283002,0.6162925,0.17288217,0.21082537
Lumpkin,GA,0.4969913,0.50300866,0.9539211,0.014898624,0.006672701,0.045488775,552400,0.6276575,0.20103729,0.17130521
Allegan,ME,0.4982947,0.5017053,0.95581734,0.013433261,0.006926648,0.069229014,2028398,0.63891256,0.18261406,0.17847335
Mesa,CO,0.49644372,0.5035563,0.945497,0.008320487,0.015076883,0.13727486,2655854,0.6298739,0.18749073,0.18263541
Broadwater,MT,0.511375,0.48862502,0.96253407,0.003683891,0.014833539,0.024768287,102066,0.6179825,0.16021986,0.22179766
Greenlee,AZ,0.5211842,0.4788158,0.9211317,0.015478365,0.033096425,0.47079507,159836,0.6569421,0.19180284,0.15125504
Washington,OK,0.48499557,0.51500446,0.7911455,0.025631627,0.10591186,0.053978,927526,0.62891823,0.17663871,0.19444306
Hudson,NJ,0.4961778,0.5038222,0.6627392,0.15079829,0.011637368,0.42744884,11790810,0.6141698,0.25102788,0.13480236
Walworth,SD,0.4919633,0.50803673,0.8192599,0.003448624,0.13984068,0.01274579,99170,0.6222345,0.15001513,0.22775033
Etowah,AL,0.48441866,0.5155813,0.81542987,0.15386443,0.005606006,0.03498349,1868710,0.6244784,0.18795907,0.18756254
Edgecombe,NC,0.463405,0.536595,0.40102735,0.5788806,0.006116361,0.039464854,998306,0.63148475,0.18029042,0.18822485
Davidson,TN,0.48302272,0.5169773,0.65674686,0.28127116,0.004882291,0.09867156,11712534,0.62222016,0.23478514,0.14299467
Lewis,WV,0.49470696,0.505293,0.9773785,0.005540241,0.002621117,0.008628689,295294,0.61324304,0.1825198,0.20423713
Washington,ME,0.46682772,0.5331723,0.26886335,0.7169533,0.001839618,0.012366075,895838,0.650045,0.1839261,0.1660289
Buffalo,WI,0.50697595,0.49302402,0.9808939,0.004158194,0.003402913,0.019803295,240970,0.6188862,0.16886334,0.21225049
Cass,ME,0.50992435,0.49007562,0.85212517,0.002894935,0.1192519,0.015710367,514692,0.6171672,0.14882882,0.23400402
Sullivan,NH,0.49344018,0.5065598,0.9691755,0.005469932,0.00336197,0.012911912,779900,0.61144376,0.1771458,0.21141043
Grundy,IL,0.4989403,0.5010597,0.964129,0.01363029,0.003192421,0.08724182,904016,0.64443994,0.20094998,0.1546101
Howell,ME,0.48604065,0.51395935,0.96599,0.004227852,0.007291394,0.018650996,726610,0.63416,0.17694637,0.18889363
Juneau City and Borough,AK,0.5087952,0.4912048,0.70236236,0.012170245,0.11964868,0.058274485,577474,0.62707585,0.2105532,0.16237095
Wabasha,ME,0.4998861,0.5001139,0.9769732,0.005477154,0.002443494,0.028027706,386332,0.6246441,0.17248636,0.20286955
Halifax,NC,0.4782212,0.5217788,0.40624872,0.53495353,0.03880451,0.023966637,964424,0.62376815,0.17816852,0.1980633
Carroll,KY,0.5053709,0.49462909,0.95429826,0.018163502,0.002950156,0.06918989,194566,0.63794804,0.19203766,0.17001429
Woods,OK,0.53372735,0.46627265,0.89944106,0.033523757,0.028390933,0.056917593,162094,0.6213123,0.20935383,0.16933385
Harmon,OK,0.48173738,0.5182626,0.8534332,0.079649106,0.020960292,0.26623452,51526,0.6388425,0.16907969,0.19207779
Trinity,TX,0.484697,0.515303,0.8807041,0.09457802,0.006800478,0.08504048,260864,0.61254907,0.1513509,0.23610003
Houston,GA,0.48661357,0.5133864,0.64384884,0.29679188,0.004203319,0.06310321,2620786,0.64411366,0.20908499,0.14680138
Calhoun,AR,0.5080892,0.49191082,0.7620916,0.21746926,0.004767027,0.034339473,94818,0.61005294,0.18006074,0.20988631
Starke,IN,0.4957102,0.5042898,0.97877145,0.003748191,0.004414429,0.033992544,417268,0.6301825,0.17907436,0.19074312
Clay,TX,0.49560428,0.5043957,0.9584279,0.006722884,0.014068453,0.05045857,189502,0.62139183,0.16134395,0.21726419
Roscommon,ME,0.49890184,0.50109816,0.97055453,0.004645894,0.007077046,0.013532491,434362,0.5866858,0.13062377,0.28269047
Perkins,NE,0.50692606,0.49307394,0.9852774,0.006396185,0.002649308,0.035311483,52844,0.6314624,0.15227841,0.21625918
Fairfield,OH,0.4968165,0.50318354,0.8990391,0.06703872,0.002352485,0.018792955,2673768,0.63829696,0.19352165,0.16818139
Jackson,KS,0.50144196,0.498558,0.8739434,0.006828654,0.08362615,0.038303442,241336,0.64137965,0.17031856,0.18830179
Waseca,ME,0.47159308,0.5284069,0.9489153,0.02243907,0.008389907,0.054624636,343508,0.62760985,0.19131432,0.18107584
Dodge,WI,0.526919,0.47308096,0.95115113,0.0289876,0.004969087,0.04271031,1593854,0.617369,0.19596589,0.18666515
Elbert,GA,0.47897306,0.52102697,0.6830075,0.29629004,0.003024404,0.051634926,354450,0.62505287,0.17898153,0.19596557
Pike,ME,0.5503792,0.44962078,0.90630347,0.07500285,0.002504099,0.019936707,333054,0.62119055,0.1973704,0.18143904
Montgomery,OH,0.4809018,0.51909816,0.7422153,0.21139975,0.002542041,0.024793167,9610390,0.6267522,0.19120151,0.18204631
Goliad,TX,0.49825427,0.50174576,0.9252581,0.05167697,0.009265278,0.34883088,132322,0.6229274,0.1572301,0.21984251
Union,ME,0.48841372,0.5115863,0.83095926,0.14730793,0.002618075,0.0439362,497312,0.6390475,0.1926537,0.16829878
Florence,SC,0.46875718,0.53124285,0.55103177,0.42012268,0.003895433,0.023288809,2482394,0.63398236,0.19516684,0.1708508
Linn,ME,0.48375046,0.51624954,0.9751766,0.007524415,0.002952843,0.017556967,224868,0.6320019,0.16188608,0.20611203
Copiah,ME,0.48282164,0.51717836,0.47247717,0.51281875,0.00227158,0.02781347,522984,0.64078444,0.18337463,0.17584094
Tuolumne,CA,0.52429175,0.47570825,0.9108353,0.02130899,0.021853909,0.11216965,979962,0.5958425,0.16837591,0.2357816
Crane,TX,0.49494123,0.50505877,0.9345606,0.033717047,0.012857177,0.5890269,83222,0.6613996,0.19153589,0.14706448
Scott,ME,0.4842446,0.5157554,0.8615465,0.1155177,0.002936987,0.019811157,703442,0.6342129,0.18555759,0.1802295
Rockland,NY,0.49025375,0.50974625,0.7821042,0.12863417,0.005119565,0.16438526,5729784,0.65282756,0.18156199,0.16561043
Moody,SD,0.504118,0.49588197,0.81079453,0.009817913,0.13788064,0.025430286,116318,0.64168054,0.16791038,0.19040905
Cumberland,KY,0.48871028,0.5112897,0.9555911,0.027665922,0.001385742,0.010058853,122678,0.62127686,0.16794372,0.21077944
Hampden,ME,0.48178622,0.5182138,0.83919215,0.105301924,0.007482054,0.2232407,8395288,0.63130915,0.19347818,0.1752127
Treasure,MT,0.5135431,0.48645687,0.95130736,6.26E-04,0.018631596,0.033662125,12774,0.5997338,0.13347425,0.2667919
Allamakee,IA,0.51052123,0.48947877,0.970594,0.012435249,0.005352974,0.055125415,254438,0.6243407,0.16026694,0.21539235
Macon,ME,0.49034834,0.50965166,0.9522195,0.022816256,0.002528754,0.010905251,278398,0.63027394,0.16451627,0.2052098
Marion,AL,0.49687716,0.5031228,0.943461,0.03907449,0.003529356,0.022652777,548542,0.6176063,0.18070084,0.20169285
Green,WI,0.49526086,0.5047391,0.97670406,0.005246993,0.002611476,0.029026752,665524,0.6282223,0.17926626,0.19251147
Mackinac,ME,0.50937873,0.4906213,0.7580957,0.01347435,0.17182563,0.013665547,198748,0.59732926,0.15051724,0.2521535
St. Louis,ME,0.50162977,0.49837023,0.92954904,0.014455539,0.023109226,0.013646752,3605400,0.6157231,0.188847,0.1954299
Corson,SD,0.5077023,0.49229774,0.30377424,0.002239188,0.6612081,0.03855181,74134,0.68819976,0.17537162,0.13642862
Little River,AR,0.4883441,0.51165587,0.7618182,0.19703777,0.016256785,0.029726196,231042,0.6267475,0.17623203,0.19702046
Baxter,AR,0.48286965,0.5171303,0.9718423,0.002491883,0.006585689,0.018813174,741608,0.5984199,0.14312953,0.25845057
Lawrence,SD,0.4967899,0.5032101,0.9422724,0.007691577,0.021626905,0.029056063,442042,0.61446875,0.18365902,0.20187221
Ripley,IN,0.49263287,0.50736713,0.97752124,0.003134954,0.002771145,0.016622996,516754,0.63856107,0.17982832,0.1816106
Jeff Davis,TX,0.5070974,0.4929026,0.9529613,0.014341654,0.009006363,0.34057757,40860,0.5844102,0.12949094,0.28609887
Hertford,NC,0.4915392,0.50846076,0.3615602,0.60665673,0.012278476,0.030555215,439794,0.6222209,0.18247862,0.19530053
Bolivar,ME,0.46661037,0.5333896,0.3396377,0.6449754,0.001715491,0.020056788,608572,0.6432008,0.19757235,0.15922685
Morgan,CO,0.49591267,0.5040873,0.929116,0.03214853,0.015076009,0.34642202,508888,0.6492155,0.18472826,0.16605619
Chesterfield,SC,0.48664108,0.5133589,0.64484775,0.32705587,0.006830496,0.038849197,834200,0.63117117,0.18848477,0.18034405
St. Mary Parish,LA,0.49411803,0.50588197,0.617483,0.32556176,0.019505149,0.05987704,966514,0.6373979,0.1926656,0.1699365
Kandiyohi,ME,0.5002359,0.4997641,0.9444089,0.035097606,0.004122809,0.11485941,763072,0.6322444,0.17754681,0.1902088
Clarendon,SC,0.49281356,0.5071865,0.48808822,0.4936592,0.00290815,0.027896933,619638,0.6203816,0.17542823,0.2041902
Allegany,ME,0.5185737,0.4814263,0.8915724,0.0805046,0.001709569,0.015858242,1330160,0.60834336,0.19928806,0.19236858
Bristol city,VA,0.47254494,0.5274551,0.9113579,0.055985827,0.003726905,0.016660338,316080,0.61485386,0.18860732,0.19653885
Randolph,AL,0.48488772,0.5151123,0.7805202,0.19870773,0.00416907,0.028807148,409204,0.62866443,0.17313126,0.19820432
Suwannee,FL,0.5179277,0.48207232,0.84401864,0.12809701,0.007071858,0.08704819,774054,0.6197811,0.18147959,0.19873936
Decatur,KS,0.503433,0.49656698,0.9751678,0.006942325,0.004081477,0.016974367,52432,0.6048024,0.13598566,0.25921193
Price,WI,0.50680506,0.49319497,0.96889925,0.004184636,0.005048767,0.013338028,249962,0.60171545,0.15077892,0.24750562
Vanderburgh,IN,0.4830188,0.5169812,0.8678141,0.093154326,0.002743699,0.023485744,3256188,0.6257329,0.19849898,0.1757681
Kit Carson,CO,0.5579566,0.4420434,0.94180644,0.027052276,0.010303695,0.19268316,147714,0.6225882,0.19578375,0.181628
Jefferson,KS,0.5068397,0.4931603,0.96423215,0.005844186,0.009744215,0.021450154,341536,0.6313332,0.16953118,0.19913568
Powder River,MT,0.50474685,0.49525318,0.95981014,8.86E-04,0.018037975,0.017025316,31600,0.6060443,0.1425,0.2514557
Silver Bow,MT,0.5057582,0.49424177,0.94663966,0.004818958,0.021067208,0.039100375,619636,0.6184034,0.1869291,0.19466752
Shasta,CA,0.49104285,0.50895715,0.888991,0.009754214,0.031052327,0.089424424,3211740,0.62187755,0.17650028,0.20162217
Custer,MT,0.49957845,0.5004215,0.95438874,0.003653396,0.019672131,0.026725994,213500,0.62450117,0.174637,0.20086183
Dodge,ME,0.499276,0.500724,0.97410625,0.005150229,0.003285396,0.047481928,364644,0.6523815,0.1885044,0.1591141
Williams,OH,0.49557105,0.504429,0.97073,0.010850425,0.003028854,0.039039556,673522,0.6282304,0.17951901,0.1922506
Davis,UT,0.5029161,0.49708387,0.9307348,0.013591539,0.006402821,0.08810868,5759024,0.6823045,0.20191425,0.11578125
Monroe,OH,0.50047785,0.49952215,0.98053414,0.004747961,0.001422094,0.004587402,261586,0.6156484,0.1660907,0.21826091
Craighead,AR,0.48731944,0.5126806,0.8279728,0.13929904,0.005018816,0.046088006,1804808,0.64210767,0.21075483,0.14713754
Potter,SD,0.49269778,0.5073022,0.9667475,0.002997003,0.014604443,0.013795728,42042,0.61169785,0.13284335,0.25545883
Waukesha,WI,0.49106556,0.50893444,0.9401033,0.013507718,0.002959911,0.04354978,7075214,0.62721187,0.1794172,0.19337097
Sweet Grass,MT,0.5050168,0.49498317,0.96732944,0.00235546,0.006546345,0.01859896,65380,0.6226369,0.1468339,0.23052922
Jackson,TX,0.4943505,0.5056495,0.9011006,0.07168915,0.006540333,0.30542123,259314,0.6403626,0.17489222,0.18474513
Henderson,TX,0.4888455,0.5111545,0.9048849,0.06457924,0.007734251,0.11377302,1420952,0.6241759,0.16806267,0.20776142
Saguache,CO,0.5066394,0.49336058,0.9297529,0.007096393,0.030858556,0.3896744,111606,0.6260416,0.15613855,0.21781982
Patrick,VA,0.49205098,0.50794905,0.9242975,0.05778301,0.004273478,0.025901891,329474,0.602697,0.16389456,0.2334084
Morton,ND,0.5019581,0.49804196,0.93353456,0.006934448,0.038259424,0.02024611,516840,0.6281093,0.19311392,0.1787768
Colleton,SC,0.48070934,0.5192906,0.5843173,0.38803297,0.008523,0.028990386,689194,0.62940913,0.17550066,0.1950902
Walsh,ND,0.50599986,0.49400017,0.9605682,0.003684465,0.018311588,0.099178545,198672,0.62261415,0.15976584,0.21762
Moore,TN,0.49519435,0.5048057,0.9551529,0.023765258,0.002753613,0.014662551,114032,0.6160025,0.17408271,0.20991476
Calcasieu Parish,LA,0.48784336,0.5121566,0.712885,0.25213432,0.005343933,0.028438615,3517260,0.63850325,0.19787107,0.16362566
Johnson,AR,0.49649173,0.50350827,0.9395313,0.019569715,0.011288401,0.12876262,464902,0.63897985,0.19035195,0.17066823
Warren,IN,0.49994043,0.50005955,0.98371786,0.001773824,0.001866487,0.011476907,151086,0.624267,0.17459592,0.2011371
Mora,NM,0.5112803,0.48871967,0.9453311,0.009759777,0.027464109,0.80784553,84838,0.6120017,0.15717013,0.23082817
Carlisle,KY,0.48707947,0.5129205,0.96899515,0.010438367,0.006360534,0.019945925,90244,0.62261206,0.17473738,0.20265059
Douglas,ME,0.49547032,0.5045297,0.9691899,0.003156436,0.00638666,0.01074828,243946,0.61947316,0.15632148,0.22420536
Livingston,NY,0.5019877,0.4980123,0.94122565,0.027769452,0.003279991,0.031037454,1167686,0.6215027,0.19592083,0.18257648
Dickinson,KS,0.49609464,0.50390536,0.9575413,0.009641185,0.006730638,0.042026695,351824,0.63347584,0.17168811,0.19483605
Grundy,IA,0.493711,0.506289,0.9854525,0.003070643,5.55E-04,0.011288865,223406,0.628779,0.16706355,0.20415746
Cuyahoga,OH,0.47549438,0.5245056,0.64675766,0.30268514,0.002565515,0.051530786,22804000,0.6231369,0.19026385,0.18659928
Cayuga,NY,0.51114845,0.48885155,0.9288786,0.04250298,0.004239088,0.025604088,1427194,0.6174073,0.19018577,0.19240692
Shelby,KY,0.48320395,0.51679605,0.8874004,0.07679251,0.004828234,0.08922972,788280,0.6342226,0.19840412,0.16737327
St. Charles,ME,0.4911329,0.50886714,0.9111999,0.044383593,0.002608919,0.029589262,6694726,0.63750106,0.2011794,0.16131952
El Dorado,CA,0.4998426,0.5001574,0.9026442,0.009024899,0.013498608,0.12325792,3278264,0.6199577,0.1709722,0.2090701
Montgomery,IN,0.5044464,0.49555364,0.9682111,0.009775584,0.003761633,0.04574857,686404,0.6322399,0.18513004,0.18263005
Lackawanna,PA,0.48226684,0.51773316,0.9308916,0.03037013,0.002710337,0.057627946,3846016,0.6161306,0.18650806,0.19736138
Clare,ME,0.499516,0.500484,0.96932065,0.005905427,0.007339343,0.017250346,553728,0.61304104,0.16357489,0.22338404
Anson,NC,0.5222449,0.4777551,0.4801467,0.48792154,0.007800187,0.033685315,473322,0.6165021,0.20329924,0.18019868
Iron,ME,0.49302915,0.5069708,0.9690921,0.002169989,0.011627683,0.015429965,208296,0.5926614,0.13512021,0.27221838
Seminole,OK,0.4897256,0.5102744,0.68808043,0.04514717,0.18998943,0.04145589,457836,0.64202905,0.17517845,0.18279253
Hardin,TN,0.486004,0.513996,0.941644,0.03486776,0.003963318,0.019919533,466276,0.61694574,0.17250083,0.21055341
Howard,TX,0.5671358,0.4328642,0.8881163,0.06980549,0.015232602,0.39461347,644276,0.62597704,0.20905171,0.16497122
Jasper,IA,0.5104351,0.48956487,0.96619695,0.015747936,0.003356415,0.01675486,661420,0.62332857,0.18270388,0.19396752
Radford city,VA,0.47509378,0.5249062,0.86600643,0.086675,0.001980654,0.02726854,303940,0.6331809,0.26758242,0.09923669
Windham,VT,0.4914253,0.50857466,0.955689,0.01101522,0.002852335,0.019946137,791632,0.60855675,0.17362107,0.21782216
Edgefield,SC,0.539659,0.46034098,0.6093988,0.3700048,0.003593414,0.05511154,479210,0.61310905,0.20123537,0.18565556
Wilkinson,ME,0.52977973,0.47022024,0.2858833,0.7068885,0.001581537,0.006162137,170720,0.62281513,0.20118909,0.17599578
Ionia,ME,0.5370353,0.46296474,0.927698,0.048175268,0.005920159,0.045278538,1152334,0.63186365,0.20703892,0.16109739
Perry,AR,0.49652553,0.5034745,0.9532722,0.019426875,0.007540553,0.026375802,185928,0.62416637,0.17980616,0.19602749
Harding,SD,0.52687234,0.47312766,0.95805293,0.00515599,0.01878878,0.018876169,22886,0.62658393,0.16957965,0.20383641
Douglas,GA,0.47967848,0.5203215,0.53397363,0.42278445,0.004108572,0.087591715,2444158,0.65066254,0.21182469,0.1375128
Culpeper,VA,0.50438213,0.49561787,0.7922535,0.15790898,0.006615393,0.09097554,864650,0.6395235,0.19440699,0.16606951
Clay,AL,0.4907235,0.5092765,0.8305234,0.14502145,0.005039198,0.029990964,245674,0.6210425,0.18019408,0.1987634
Faribault,ME,0.49666703,0.503333,0.97792006,0.004677036,0.005795796,0.059690475,257428,0.6197694,0.15563574,0.22459483
Clay,ME,0.493119,0.506881,0.93064773,0.017843949,0.015818609,0.03917619,1088212,0.64272404,0.21165729,0.14561869
Butte,ID,0.5099162,0.4900838,0.9672868,0.003230423,0.007973829,0.04935596,48910,0.64522594,0.1458393,0.20893478
Charlottesville city,VA,0.48099086,0.5190091,0.70348626,0.1937795,0.003610953,0.05060311,803666,0.59293413,0.28623083,0.12083502
Aleutians West Census Area,AK,0.67170376,0.32829624,0.3849635,0.069437064,0.14373414,0.13568659,101646,0.57473975,0.2739311,0.15132913
Knox,TX,0.4952555,0.5047445,0.9099428,0.058761124,0.010697235,0.31431603,67868,0.6406554,0.16009018,0.19925444
Jefferson,NE,0.49497938,0.5050206,0.9774819,0.004856255,0.004871197,0.030990377,133848,0.6181041,0.15383121,0.22806467
Washington,AL,0.49071488,0.50928515,0.6585972,0.24495009,0.07921451,0.011367164,309312,0.633687,0.17994775,0.18636522
Camden,NJ,0.48300603,0.516994,0.7047789,0.21123827,0.005984487,0.15097168,9219504,0.63071865,0.20081829,0.16846308
Kingsbury,SD,0.5062338,0.4937662,0.97589153,0.003416088,0.006592833,0.019038709,91918,0.620564,0.1521356,0.22730042
Clinch,GA,0.48857656,0.5114234,0.6972708,0.2764831,0.008318353,0.040692925,122380,0.64262134,0.18862559,0.16875306
Jackson,OH,0.4901757,0.5098243,0.97229296,0.006381996,0.003821777,0.00902317,592918,0.6327941,0.18731596,0.17988996
Harrison,KY,0.4898804,0.51011956,0.96054935,0.021777743,0.002500936,0.0204649,336674,0.6298942,0.18193564,0.18817016
Elk,KS,0.4929091,0.5070909,0.95282215,4.47E-04,0.015563412,0.03470275,49218,0.61276364,0.13854687,0.2486895
Ballard,KY,0.49634376,0.5036562,0.946762,0.03011333,0.002185645,0.011494873,148240,0.622106,0.17697653,0.20091744
